50.776,56.148
48.399,55.668
48.522,54.38
48.021,55.527
47.264,55.95
45.458,55.282
50.604,55.446
49.6,54.811
49.238,55.879
47.676,54.415
51.044,55.616
52.471,55.48
53.027,54.822
49.732,55.645
50.124,56.372
44.906,55.438
48.649,55.997
46.471,56.336
50.653,55.966
47.732,55.376
44.685,54.838
47.829,55.725
49.96,56.283
45.807,55.237
46.588,56.013
49.099,55.888
49.401,56.115
47.347,55.156
48.959,55.223
56.129,55.119
50.209,55.005
48.833,55.367
49.877,56.59
44.575,56.285
47.933,55.757
47.893,55.887
47.83,54.703
50.881,54.12
52.22,55.657
48.394,55.411
46.41,54.872
49.829,55.263
48.842,55.723
48.092,55.324
49.387,56.596
46.871,56.268
46.178,53.809
49.376,55.046
47.795,55.587
51.705,55.796
44.816,55.72
44.915,55.527
51.483,55.532
46.657,54.962
50.048,56.666
45.968,56.4
47.579,55.303
49.045,56.301
52.155,55.677
47.37,54.555
48.808,55.478
46.326,56.699
46.379,54.747
46.674,55.601
51.271,55.325
47.803,55.623
46.58,56.434
47.845,55.453
48.732,54.815
50.438,56.524
46.417,54.98
46.578,56.477
48.67,55.27
47.844,56.052
46.268,55.798
46.923,53.342
50.158,54.988
48.462,55.809
49.315,56.048
50.583,55.633
49.8,55.887
49.057,55.548
51.926,56.171
48.021,55.885
46.969,55.632
48.905,55.983
50.529,55.765
48.678,56.721
48.168,55.686
51.353,55.191
47.455,55.474
49.435,55.472
50.334,55.536
51.071,54.375
46.145,55.358
49.61,55.611
47.129,55.321
47.88,55.929
53.392,55.239
46.555,55.908
48.605,54.636
48.068,56.084
51.289,55.874
48.551,55.12
46.882,55.22
45.818,56.415
50.643,55.257
50.157,56.065
47.764,54.234
49.464,54.952
46.962,55.882
49.08,56.089
45.681,56.126
48.495,55.686
50.47,55.406
48.757,54.874
52.422,55.568
46.367,55.369
47.715,55.428
50.403,54.736
50.892,56.296
47.805,55.686
50.456,56.828
46.904,55.453
45.733,54.791
48.092,55.235
49.512,54.807
50.041,55.793
47.885,54.285
45.314,54.424
47.604,55.26
51.542,55.91
49.616,57.021
50.311,55.421
50.01,56.138
49.644,56.169
48.442,55.491
45.091,54.993
46.983,54.775
48.62,55.893
49.407,55.011
50.831,55.852
48.392,55.321
48.296,54.939
50.477,55.063
49.759,56.021
48.901,55.634
48.189,55.477
51.225,55.824
48.029,55.684
47.664,54.322
49.151,55.58
46.762,55.488
52.67,55.651
48.025,54.577
50.075,56.422
46.447,56.117
47.746,55.523
48.628,56.051
49.63,55.286
47.498,55.257
50.451,55.598
52.068,55.237
44.111,55.282
49.242,55.648
48.752,56.795
50.155,54.973
49.561,55.453
50.28,55.96
50.047,55.647
46.627,55.651
48.328,55.509
50.035,56.38
50.294,55.074
52.052,55.967
53.272,56.183
46.741,55.003
47.207,55.43
50.369,55.006
47.532,55.216
47.099,54.754
50.882,55.248
49.843,55.694
46.887,55.657
50.166,55.842
49.864,55.496
49.541,55.404
47.24,56.316
48.989,56.918
49.346,55.845
48.296,54.75
50.961,55.547
49.525,55.48
50.884,55.148
47.402,55.672
46.614,55.409
47.35,55.285
48.817,55.504
46.173,55.81
50.418,55.491
45.938,55.554
45.71,54.9
48.672,55.317
46.897,55.733
48.952,56.175
47.904,55.339
52.356,55.287
48.855,55.334
48.053,55.305
47.784,56.206
49.108,55.121
46.417,56.846
48.317,55.316
48.324,55.481
48.76,56.736
49.204,54.85
52.452,55.606
51.141,54.95
50.145,55.183
50.93,56.106
45.452,54.675
48.011,56.028
47.12,54.871
50.466,55.573
52.053,55.065
51.525,55.254
49.206,55.331
51.879,55.241
50.16,55.608
47.015,55.354
46.484,56.328
49.295,55.301
50.02,55.889
48.636,56.607
48.757,56.346
48.33,56.053
51.339,54.703
47.375,55.865
51.389,55.775
45.424,55.401
49.122,56.525
50.663,56.384
46.049,55.15
47.847,55.754
48.139,55.137
50.299,55.79
49.144,55.938
46.413,55.923
48.236,55.248
50.273,55.441
48.314,56.753
48.259,55.259
51.457,55.755
50.153,56.041
46.366,55.738
47.493,55.734
51.381,56.089
48.327,56.27
50.84,55.074
48.668,54.917
46.267,54.93
50.536,55.906
49.749,55.251
47.587,56.081
47.442,55.592
48.192,55.7
47.557,54.758
49.983,56.688
51.142,54.559
45.82,57.079
51.131,55.941
46.694,54.828
47.272,55.564
48.019,54.951
46.793,55.645
51.867,56.265
51.107,55.409
50.457,55.902
47.004,56.178
50.436,55.686
49.195,55.593
49.881,54.912
51.083,56.598
48.775,55.361
47.99,54.683
50.771,54.69
47.075,54.885
49.499,55.334
52.837,55.592
47.012,55.37
46.716,56.308
49.168,56.268
47.555,55.528
48.691,55.326
50.785,54.575
52.064,55.114
47.572,55.596
48.319,55.011
52.213,54.972
46.495,56.712
47.394,55.277
48.7,54.356
49.612,55.098
48.796,54.965
48.728,56.086
51.882,55.813
50.293,55.596
48.387,55.3
51.425,55.994
46.688,55.725
46.249,55.922
50.016,55.18
50.501,55.352
47.143,56.751
50.472,54.728
47.642,55.682
48.952,55.444
50.165,55.074
50.141,56.255
49.694,54.833
50.318,55.252
48.404,54.959
44.729,54.538
49.785,55.099
46.397,55.562
50.397,55.52
49.066,55.153
48.949,55.645
51.086,54.727
48.439,56.925
49.213,54.972
48.856,55.618
46.797,55.661
48.162,56.271
48.526,54.202
48.662,56.225
50.67,55.578
49.817,55.548
49.495,55.56
50.974,55.67
48.275,55.743
48.891,55.072
42.706,54.918
49.712,55.78
49.156,55.266
49.152,56.355
45.964,55.592
48.077,56.48
45.852,56.277
49.608,55.791
47.051,54.806
51.317,54.933
52.513,55.33
48.94,55.708
51.512,55.017
48.434,55.812
51.685,54.331
49.106,56.352
46.57,54.939
48.497,56.49
46.945,55.779
50.947,55.601
51.357,55.111
49.063,54.431
46.252,55.348
46.493,54.303
48.485,55.593
45.755,54.068
49.721,56.436
46.965,55.694
50.589,55.605
50.287,55.3
49.564,55.848
51.049,54.687
48.974,55.572
47.609,55.425
49.366,54.561
50.065,54.511
48.644,54.26
44.667,56.655
51.093,54.919
51.813,55.496
51.399,55.9
47.189,55.704
47.269,54.401
45.269,54.772
48.853,55.16
50.94,55.213
47.144,55.973
50.58,55.365
48.813,55.959
49.283,55.901
50.839,55.444
49.02,56.38
48.631,55.022
51.028,55.462
48.28,55.5
51.567,56.375
48.871,55.911
50.227,55.382
47.762,56.087
47.75,55.559
51.968,55.35
48.273,54.885
47.873,54.565
51.431,55.503
49.732,55.469
47.014,55.721
48.653,56.233
51.071,54.87
48.964,54.403
50.795,55.249
49.591,54.244
49.032,56.293
49.077,56.418
47.322,54.871
45.856,55.37
47.788,55.171
49.573,55.458
49.035,55.033
44.311,55.417
50.066,56.493
48.8,55.534
50.655,55.866
44.569,55.874
50.061,55.18
50.547,55.678
49.682,54.36
50.613,55.247
50.266,54.636
48.938,55.568
50.842,55.927
47.114,55.656
46.039,55.375
49.554,55.368
49.752,54.929
49.188,56.271
45.063,55.969
52.283,55.271
48.167,55.957
49.066,56.739
46.275,55.902
48.143,55.289
50.046,55.428
48.056,55.366
46.786,54.14
45.63,55.722
49.702,55.203
44.366,56.576
50.306,54.499
49.571,55.609
48.812,56.313
49.163,55.065
49.331,55.501
47.443,56.587
46.984,56.384
46.303,55.231
48.582,54.868
45.563,56.033
48.038,55.655
48.35,54.858
47.38,55.602
48.702,55.643
44.189,55.744
49.162,56.096
48.09,56.696
47.879,54.114
47.827,56.467
46.229,55.776
45.767,54.783
48.06,54.565
50.084,55.344
46.134,55.81
48.775,56.017
50.151,56.158
49.779,55.53
47.098,55.965
47.47,55.941
46.054,55.803
47.067,54.687
47.227,54.972
51.41,56.215
48.17,55.178
48.17,57.124
49.834,55.732
49.729,55.855
47.263,55.823
49.041,55.259
52.981,55.523
48.106,56.26
48.547,55.619
47.986,55.129
50.319,55.63
49.516,54.957
51.861,56.308
50.096,56.15
49.278,55.126
47.814,55.666
48.317,56.547
50.769,56.003
47.414,55.865
48.033,56.631
47.6,55.838
47.174,55.211
48.451,55.258
48.494,55.492
50.549,56.41
48.18,54.003
51.233,55.605
48.58,55.565
48.978,55.129
45.345,54.823
50.076,54.976
47.495,55.739
49.015,55.883
50.642,55.653
49.813,55.39
51.158,55.271
47.018,56.374
50.672,55.121
46.568,55.816
48.999,56.144
46.944,55.331
50.875,55.393
50.344,55.425
50.772,56.343
51.372,55.336
48.509,56.157
49.254,54.06
49.523,54.96
50.374,54.997
48.534,55.159
49.843,55.79
47.61,55.468
51.047,55.443
49.003,55.791
50.208,55.566
50.837,54.987
47.971,55.696
48.471,55.927
47.992,55.085
52.193,55.73
50.031,55.136
48.014,55.088
48.891,55.745
47.381,56.342
47.039,56.474
47.672,55.489
50.26,55.339
47.476,56.501
49.602,55.476
51.335,55.817
48.476,54.514
49.336,55.904
48.055,54.696
50.303,54.879
46.922,55.826
45.835,55.009
50.157,55.102
46.95,56.215
47.305,55.237
48.701,54.839
48.91,55.142
48.501,54.242
47.718,56.198
48.73,56.061
50.272,55.92
47.063,55.435
45.207,55.511
47.494,55.319
49.953,55.987
48.85,54.294
50.058,56.75
47.992,54.613
48.676,55.309
52.631,55.152
48.471,55.232
47.232,54.979
48.385,55.357
50.645,55.859
50.311,56.738
46.293,55.679
51.029,55.928
47.806,55.462
48.299,55.556
52.473,55.863
46.524,55.137
48.866,55.467
47.857,55.093
47.387,55.429
49.259,55.289
46.92,55.164
48.354,55.26
47.371,55.923
48.821,55.425
47.576,54.886
49.431,55.909
49.515,55.978
49.537,55.308
47.112,54.739
50.422,54.912
