108,149
235,140
243,50
152,53
190,44
158,129
95,182
239,131
76,124
116,51
15,93
97,66
117,45
98,137
283,55
263,79
269,37
14,65
15,73
92,39
222,127
220,72
38,43
102,128
230,133
210,128
65,65
81,80
37,50
76,33
172,35
76,78
64,60
77,123
283,41
127,132
158,149
162,140
211,71
154,32
192,62
181,142
22,82
158,158
96,54
68,79
59,186
98,32
211,167
72,55
163,135
278,77
95,57
38,45
107,158
223,127
286,55
54,43
241,159
176,73
61,174
72,63
183,160
279,54
267,10
18,62
239,123
223,39
124,137
62,167
258,36
134,147
116,52
232,150
113,57
108,135
78,66
221,147
85,192
131,167
59,143
211,74
188,36
70,74
239,127
195,68
245,124
36,64
61,167
184,137
250,50
69,76
107,135
12,35
211,147
62,190
231,37
151,168
63,75
111,153
105,180
269,34
98,34
242,50
193,48
264,70
120,57
26,74
21,50
278,23
98,49
235,132
247,43
45,39
94,40
266,38
230,128
74,47
22,79
63,160
39,46
159,159
27,64
76,89
68,84
95,44
215,159
97,83
171,40
98,85
231,167
98,72
59,171
153,34
178,132
74,51
72,99
99,135
155,42
14,49
224,150
17,32
108,176
183,168
143,128
17,53
246,62
167,88
140,149
99,41
103,141
105,181
273,42
78,65
91,186
116,45
227,33
225,166
99,55
217,124
65,150
16,32
269,75
60,181
112,50
155,155
39,49
125,136
285,48
13,32
163,136
246,53
226,72
76,127
173,44
22,80
156,161
133,162
65,135
250,58
134,74
44,33
51,34
95,39
68,125
211,130
29,69
141,74
91,129
285,67
111,146
15,62
170,46
187,181
232,140
62,171
82,183
142,169
176,53
204,73
242,131
261,16
209,162
111,162
143,67
184,133
230,47
242,47
225,34
213,79
133,73
222,169
227,164
75,66
61,66
116,54
72,35
236,152
174,65
193,52
230,166
174,62
116,42
104,137
117,35
20,87
196,37
224,170
214,74
268,70
96,38
195,33
132,166
76,70
209,73
12,62
108,179
168,31
278,70
178,184
93,131
101,31
206,128
113,49
206,74
216,126
270,14
211,146
154,135
121,61
115,79
135,166
102,139
139,129
98,89
263,32
170,52
99,52
213,170
72,188
153,31
144,71
96,89
249,51
171,64
157,134
63,141
103,135
112,149
206,162
139,172
47,37
123,67
19,70
34,57
135,126
137,132
127,162
238,158
282,31
153,62
282,45
190,70
61,142
279,25
64,127
276,43
147,59
73,125
80,94
73,90
77,188
152,171
86,192
144,168
152,62
98,59
228,160
93,56
108,178
240,162
179,186
72,124
188,38
48,40
77,59
179,138
69,87
280,42
111,163
238,151
182,172
182,168
263,33
63,128
227,53
93,123
248,51
170,33
222,40
198,67
60,175
20,65
148,127
63,166
105,157
79,64
64,182
152,39
59,60
23,85
150,55
202,78
228,169
172,75
35,65
49,48
258,38
58,64
284,34
192,47
227,32
53,50
172,87
70,81
222,42
219,167
47,35
188,126
28,71
264,79
166,127
152,135
101,69
226,59
135,144
223,60
150,42
96,55
63,124
20,96
186,185
59,57
28,62
76,42
118,76
228,134
70,127
155,41
267,74
271,75
62,136
116,67
94,72
155,164
132,143
72,132
160,156
21,48
79,49
235,161
31,66
223,64
135,76
213,164
194,60
228,34
109,144
208,71
72,40
246,126
19,99
95,181
125,72
116,39
105,170
62,144
175,163
192,126
88,185
168,77
14,43
150,54
182,136
74,191
141,152
203,138
263,76
156,167
118,79
227,63
101,66
181,176
225,47
77,72
158,138
59,133
209,77
132,130
78,79
81,34
80,98
174,57
256,35
141,168
271,76
174,59
99,44
199,74
214,78
180,177
159,132
145,151
140,152
74,35
181,150
235,137
120,39
67,128
278,41
151,135
102,176
253,72
81,38
47,47
150,66
93,76
146,169
142,149
98,30
153,37
169,44
148,172
16,31
21,91
167,72
216,146
50,36
184,125
207,161
78,125
280,38
50,40
178,135
99,137
138,143
228,172
105,133
52,58
67,151
64,159
119,71
151,61
150,48
109,153
270,10
214,73
74,89
225,172
186,163
18,40
222,131
187,60
169,86
72,66
31,71
188,65
49,46
242,46
15,60
112,76
151,128
188,54
172,60
74,187
196,72
108,137
95,72
178,165
81,132
61,62
167,87
86,128
17,94
180,186
94,37
213,70
81,37
49,32
170,31
154,64
130,128
98,82
69,82
81,87
267,31
214,126
229,30
68,161
99,131
191,167
184,173
140,131
211,162
35,68
15,77
107,136
260,38
189,164
12,60
100,91
226,130
73,45
89,124
279,50
30,60
18,43
120,38
99,74
181,135
154,167
71,71
33,58
173,48
97,55
267,37
19,77
106,163
155,47
67,176
195,62
83,129
190,31
75,68
147,38
211,139
148,61
285,69
130,72
213,77
259,36
212,125
46,32
65,176
161,160
97,178
234,145
96,134
74,132
227,132
121,38
286,26
23,79
117,65
73,190
53,57
188,45
190,126
180,129
117,36
134,170
103,176
95,37
242,58
106,140
187,165
284,51
150,162
153,60
65,72
105,165
60,137
76,39
65,141
227,166
21,88
230,35
152,129
168,38
120,47
182,140
216,77
136,169
185,151
142,132
182,178
209,129
98,38
68,138
93,51
150,47
231,32
176,66
106,160
98,75
230,59
93,68
216,123
187,136
170,51
139,170
93,188
272,22
160,144
235,138
234,144
265,78
59,192
271,17
84,187
248,24
39,56
138,164
127,137
156,39
169,33
286,39
269,17
12,84
65,75
105,176
98,178
187,185
278,50
107,139
270,71
236,153
12,58
20,60
81,94
183,150
269,79
227,167
109,148
78,44
74,76
264,36
87,185
83,128
16,98
266,32
37,42
194,68
19,66
251,67
105,182
151,51
171,41
39,51
205,138
271,37
188,79
159,155
200,65
94,183
92,85
239,151
229,37
141,129
172,71
196,45
94,82
74,77
15,48
56,51
107,168
62,146
157,136
180,144
86,189
263,31
156,145
154,48
134,126
62,187
274,70
278,40
208,164
106,164
190,49
177,164
183,141
20,72
91,124
233,159
186,130
131,125
156,159
184,160
278,35
133,79
127,141
66,190
285,63
94,57
148,67
152,45
219,72
123,71
238,141
44,35
195,69
15,33
63,168
180,146
138,145
92,69
75,129
151,62
264,17
191,35
138,158
180,145
55,45
250,51
167,130
194,34
169,48
155,53
225,67
182,181
105,139
155,54
214,164
67,137
258,33
100,88
182,180
228,36
221,166
272,19
249,26
155,139
276,68
52,44
148,165
225,151
260,75
181,158
279,78
62,62
70,192
239,156
284,40
226,163
12,88
131,164
59,174
223,168
234,136
144,163
21,55
41,49
249,72
92,78
141,72
78,57
220,130
171,53
231,59
150,165
284,57
81,31
77,52
203,158
12,92
79,87
110,164
186,147
114,45
167,61
169,34
19,39
152,46
18,56
203,141
159,140
174,167
219,169
160,159
253,43
114,65
244,125
69,74
148,58
147,43
224,131
43,32
119,72
84,123
61,136
282,53
116,60
63,62
19,55
254,71
138,71
113,149
221,131
53,42
228,161
166,125
131,143
62,65
74,83
72,54
102,131
131,128
21,44
62,188
113,63
114,75
118,66
16,40
133,129
283,27
128,136
20,45
246,58
78,98
144,169
77,125
127,135
217,128
65,124
61,60
224,47
79,85
210,137
180,163
96,51
73,96
274,44
174,31
162,135
45,40
68,72
175,169
94,76
193,35
173,65
156,166
41,53
117,40
248,27
127,72
187,148
66,79
92,32
270,19
210,160
196,59
237,123
36,69
191,45
276,38
243,123
63,126
59,185
153,129
54,41
65,169
205,140
270,11
286,65
186,136
194,44
152,60
177,172
206,135
280,33
249,40
199,68
75,58
143,166
100,48
215,161
278,18
149,71
168,91
65,175
180,138
208,124
257,79
94,54
74,123
131,72
274,68
76,186
100,90
102,134
64,185
247,46
142,68
37,51
182,185
286,59
75,41
137,130
110,159
159,137
148,46
278,72
225,45
95,74
134,127
79,35
66,73
210,163
245,126
280,65
249,54
43,31
260,73
284,33
99,53
69,128
254,42
194,66
14,74
221,164
78,129
273,16
62,182
21,84
272,43
279,56
21,60
63,147
17,90
151,40
265,30
251,40
83,130
35,52
51,45
116,32
181,139
266,73
51,39
34,67
14,30
203,75
67,141
281,43
45,31
173,167
149,160
195,46
275,74
188,123
80,80
161,131
151,46
184,167
140,146
192,125
59,66
230,49
271,73
181,146
225,74
193,71
116,49
146,171
152,57
107,134
249,73
124,128
247,26
162,137
206,75
168,66
162,151
155,63
119,37
269,38
16,65
63,156
194,41
185,153
261,32
131,74
189,69
81,55
172,83
73,44
12,45
171,56
282,67
188,70
194,30
23,84
151,165
208,137
153,32
113,76
244,124
99,75
218,130
191,34
155,40
269,12
137,78
163,149
156,37
248,42
265,72
216,131
15,89
124,74
59,62
281,30
193,33
149,45
102,185
227,148
145,65
104,146
267,14
162,154
223,73
96,77
221,69
130,134
36,56
215,170
189,51
62,132
239,144
215,171
18,67
280,75
218,128
135,169
216,70
217,166
18,72
90,184
99,51
33,52
64,73
224,127
179,154
96,43
205,160
202,137
247,36
32,63
76,44
252,37
97,89
61,51
19,51
27,72
184,171
103,132
60,160
96,91
136,123
120,40
181,154
21,74
252,68
60,165
120,58
171,30
92,130
231,63
161,134
102,141
110,166
65,191
22,86
64,183
180,168
188,57
185,157
77,131
204,158
47,49
280,67
191,169
77,130
269,19
179,128
55,55
86,187
180,143
87,129
