42.733,80.448
43.583,81.729
44.102,79.361
43.926,76.069
46.095,81.434
43.481,84.248
44.861,87.408
43.92,77.949
44.198,82.916
43.261,78.535
43.083,83.837
42.358,84.18
40.728,83.645
44.34,81.027
42.292,82.074
44.741,84.646
43.292,78.911
39.694,81.226
41.186,75.415
43.638,79.599
45.905,81.646
41.963,76.169
46.133,81.192
45.717,79.008
43.952,77.574
42.778,82.616
43.075,82.587
41.661,79.28
45.909,73.595
41.148,79.137
45.643,82.525
40.834,79.136
41.221,80.8
41.511,80.945
41.858,82.917
46.056,80.247
44.69,77.739
42.501,78.988
44.732,80.081
39.948,80.058
43.954,78.607
44.349,84.64
39.787,79.831
44.126,76.833
42.994,84.956
43.738,79.053
43.878,81.883
43.105,85.151
46.544,76.738
45.098,80.473
38.755,83.558
42.279,78.304
41.371,79.977
45.687,73.003
39.696,77.433
45.624,87.272
40.925,83.059
40.407,75.295
42.965,76.886
40.781,80.334
43.459,82.029
41.505,79.269
43.586,75.702
43.436,83.541
42.611,79.915
40.156,76.906
43.445,83.986
46.514,79.936
41.874,83.677
43.538,80.956
42.438,78.596
40.666,82.631
43.776,79.702
43.597,77.326
42.228,80.948
46.144,75.701
41.643,79.494
46.426,83.177
44.213,82.358
42.372,79.257
45.216,83.231
43.242,82.378
40.584,76.34
42.01,80.45
39.451,78.618
45.697,80.098
44.034,88.334
47.159,79.478
41.881,82.869
40.024,81.899
42.922,78.213
43.496,81.988
44.063,83.629
43.964,79.333
40.005,80.084
41.936,73.112
44.821,80.576
43.85,79.186
40.766,80.506
41.369,86.072
44.64,80.402
41.532,78.538
42.957,83.327
45.048,72.653
43.862,84.079
44.542,76.949
45.345,81.897
40.512,77.45
45.177,78.987
40.785,75.444
44.182,82.526
44.355,74.507
41.241,75.814
42.963,74.096
43.736,79.823
42.127,85.182
42.04,79.822
43.137,81.423
43.218,81.915
44.637,78.734
45.501,80.738
40.23,84.455
44.107,77.648
43.848,81.137
42.024,82.409
45.409,82.551
44.758,81.715
42.765,79.779
42.772,82.768
40.593,81.577
42.402,79.938
40.881,76.539
43.325,79.488
43.453,74.225
44.77,75.929
44.133,78.484
42.802,80.421
41.5,79.087
41.963,81.917
45.214,78.967
44.84,75.218
41.391,81.148
45.565,74.999
42.85,81.392
41.819,79.671
41.896,82.901
42.9,82.901
42.946,79.768
42.362,83.202
45.05,82.22
41.594,78.059
44.416,75.601
43.6,79.531
40.687,78.431
41.044,80.19
43.21,81.979
40.856,83.29
